22:20:10.497 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
22:20:12.643 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:REGULAR_EXPRESSION created
22:20:12.644 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:REGULAR_EXPRESSION" time=0ms. Total: 0.0343ms
22:20:12.644 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:REGULAR_EXPRESSION]"  value=0ms
22:20:12.644 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:REGULAR_EXPRESSION"  time=0ms
22:20:12.644 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:CLR_REGULAR_EXPRESSION created
22:20:12.645 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:CLR_REGULAR_EXPRESSION" time=0ms. Total: 0.0323ms
22:20:12.646 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:CLR_REGULAR_EXPRESSION]"  value=0ms
22:20:12.646 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:CLR_REGULAR_EXPRESSION"  time=0ms
22:20:12.646 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:RESX created
22:20:12.647 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:RESX" time=0ms. Total: 0.0313ms
22:20:12.647 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:RESX]"  value=0ms
22:20:12.647 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:RESX"  time=0ms
22:20:12.647 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:VBASIC created
22:20:12.659 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:VBASIC" time=0ms. Total: 0.038ms
22:20:12.659 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:VBASIC]"  value=0ms
22:20:12.659 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:VBASIC"  time=3ms
22:20:12.659 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:VB_XMLDOC created
22:20:12.660 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:VB_XMLDOC" time=0ms. Total: 0.0209ms
22:20:12.660 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:VB_XMLDOC]"  value=0ms
22:20:12.660 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:VB_XMLDOC"  time=0ms
22:20:12.660 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:XAML created
22:20:12.663 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:XAML" time=0ms. Total: 0.0223ms
22:20:12.663 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:XAML]"  value=0ms
22:20:12.663 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:XAML"  time=1ms
22:20:12.663 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:DTD created
22:20:12.664 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:DTD" time=0ms. Total: 0.0179ms
22:20:12.664 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:DTD]"  value=0ms
22:20:12.664 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:DTD"  time=0ms
22:20:12.664 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:XML created
22:20:12.665 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:XML" time=0ms. Total: 0.0136ms
22:20:12.665 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:XML]"  value=0ms
22:20:12.665 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:XML"  time=0ms
22:20:12.665 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:XMLDOC created
22:20:12.666 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:XMLDOC" time=0ms. Total: 0.0135ms
22:20:12.666 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:XMLDOC]"  value=0ms
22:20:12.666 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:XMLDOC"  time=0ms
22:20:12.666 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:INJECTEDXML created
22:20:12.667 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:INJECTEDXML" time=0ms. Total: 0.0137ms
22:20:12.667 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:INJECTEDXML]"  value=0ms
22:20:12.667 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:INJECTEDXML"  time=0ms
22:20:12.667 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:Web.Config created
22:20:12.668 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:Web.Config" time=0ms. Total: 0.0256ms
22:20:12.668 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:Web.Config]"  value=0ms
22:20:12.668 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:Web.Config"  time=0ms
22:20:12.668 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:Angular2HTML created
22:20:12.672 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:Angular2HTML" time=0ms. Total: 0.0411ms
22:20:12.672 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:Angular2HTML]"  value=0ms
22:20:12.672 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:Angular2HTML"  time=1ms
22:20:12.672 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:InjectedAngular2HTML created
22:20:12.676 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:InjectedAngular2HTML" time=0ms. Total: 0.0281ms
22:20:12.676 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:InjectedAngular2HTML]"  value=0ms
22:20:12.676 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:InjectedAngular2HTML"  time=1ms
22:20:12.676 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:Razor created
22:20:12.679 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:Razor" time=0ms. Total: 0.0648ms
22:20:12.679 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:Razor]"  value=0ms
22:20:12.679 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:Razor"  time=1ms
22:20:12.679 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:Razor CSharp created
22:20:12.683 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:Razor CSharp" time=0ms. Total: 0.0661ms
22:20:12.683 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:Razor CSharp]"  value=0ms
22:20:12.683 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:Razor CSharp"  time=1ms
22:20:12.683 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:Razor CSharp Template created
22:20:12.686 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:Razor CSharp Template" time=0ms. Total: 0.0327ms
22:20:12.686 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:Razor CSharp Template]"  value=0ms
22:20:12.686 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:Razor CSharp Template"  time=1ms
22:20:12.686 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:Blazor created
22:20:12.692 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:Blazor" time=0ms. Total: 0.0429ms
22:20:12.692 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:Blazor]"  value=0ms
22:20:12.692 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:Blazor"  time=1ms
22:20:12.692 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:Razor CSharp ASP.NET Core 1.0 created
22:20:12.697 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:Razor CSharp ASP.NET Core 1.0" time=0ms. Total: 0.0327ms
22:20:12.697 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:Razor CSharp ASP.NET Core 1.0]"  value=0ms
22:20:12.697 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:Razor CSharp ASP.NET Core 1.0"  time=1ms
22:20:12.697 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:Razor CSharp ASP.NET Core 2.0 created
22:20:12.701 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:Razor CSharp ASP.NET Core 2.0" time=0ms. Total: 0.0355ms
22:20:12.701 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:Razor CSharp ASP.NET Core 2.0]"  value=0ms
22:20:12.701 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:Razor CSharp ASP.NET Core 2.0"  time=1ms
22:20:12.701 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:Razor CSharp ASP.NET Core 3.0 created
22:20:12.707 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:Razor CSharp ASP.NET Core 3.0" time=0ms. Total: 0.0341ms
22:20:12.707 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:Razor CSharp ASP.NET Core 3.0]"  value=0ms
22:20:12.707 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:Razor CSharp ASP.NET Core 3.0"  time=2ms
22:20:12.707 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:Razor CSharp Mvc created
22:20:12.712 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:Razor CSharp Mvc" time=0ms. Total: 0.0292ms
22:20:12.712 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:Razor CSharp Mvc]"  value=0ms
22:20:12.712 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:Razor CSharp Mvc"  time=1ms
22:20:12.712 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:HTML created
22:20:12.715 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:HTML" time=0ms. Total: 0.0287ms
22:20:12.715 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:HTML]"  value=0ms
22:20:12.715 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:HTML"  time=1ms
22:20:12.715 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:INJECTEDHTML created
22:20:12.720 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:INJECTEDHTML" time=0ms. Total: 0.036ms
22:20:12.720 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:INJECTEDHTML]"  value=0ms
22:20:12.720 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:INJECTEDHTML"  time=1ms
22:20:12.720 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:ASXX created
22:20:12.721 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:ASXX" time=0ms. Total: 0.0326ms
22:20:12.721 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:ASXX]"  value=0ms
22:20:12.721 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:ASXX"  time=0ms
22:20:12.721 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:ASPX created
22:20:12.736 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:ASPX" time=0ms. Total: 0.0428ms
22:20:12.736 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:ASPX]"  value=0ms
22:20:12.736 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:ASPX"  time=2ms
22:20:12.736 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:Skin created
22:20:12.744 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:Skin" time=0ms. Total: 0.0345ms
22:20:12.744 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:Skin]"  value=0ms
22:20:12.744 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:Skin"  time=3ms
22:20:12.744 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:RouteTemplate created
22:20:12.745 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:RouteTemplate" time=0ms. Total: 0.0335ms
22:20:12.745 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:RouteTemplate]"  value=0ms
22:20:12.745 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:RouteTemplate"  time=0ms
22:20:12.746 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:JSON_NEW created
22:20:12.746 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:JSON_NEW" time=0ms. Total: 0.0225ms
22:20:12.746 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:JSON_NEW]"  value=0ms
22:20:12.746 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:JSON_NEW"  time=0ms
22:20:12.747 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:UnityYaml created
22:20:12.747 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:UnityYaml" time=0ms. Total: 0.017ms
22:20:12.747 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:UnityYaml]"  value=0ms
22:20:12.747 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:UnityYaml"  time=0ms
22:20:12.747 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:Fbx created
22:20:12.748 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:Fbx" time=0ms. Total: 0.019ms
22:20:12.748 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:Fbx]"  value=0ms
22:20:12.748 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:Fbx"  time=0ms
22:20:12.748 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:YAML created
22:20:12.749 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:YAML" time=0ms. Total: 0.017ms
22:20:12.749 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:YAML]"  value=0ms
22:20:12.749 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:YAML"  time=0ms
22:20:12.749 |E|                               | :1                 | The component JetBrains.RdBackend.Common.Platform.RiderTextAttributesKeyProvider constructor requires JetBrains.RdBackend.Common.Features.Daemon.Registration.HighlighterRegistrationHostBase, which we do not have.

--- EXCEPTION #1/2 [InvalidOperationException]
Message = “The component JetBrains.RdBackend.Common.Platform.RiderTextAttributesKeyProvider constructor requires JetBrains.RdBackend.Common.Features.Daemon.Registration.HighlighterRegistrationHostBase, which we do not have.”
ExceptionPath = Root.InnerException
ClassName = System.InvalidOperationException
HResult = COR_E_INVALIDOPERATION=80131509

--- Outer ---

--- EXCEPTION #2/2 [LoggerException]
